<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
KSK,20160325,3.10,3.20,2.90,2.90,490500
KSK,20160324,3.20,3.30,3.10,3.10,602000
KSK,20160323,3.10,3.10,3.10,3.10,708800
KSK,20160322,2.70,2.90,2.70,2.90,435080
KSK,20160321,2.80,2.90,2.70,2.70,329300
KSK,20160318,2.90,2.90,2.80,2.80,279350
KSK,20160317,2.80,2.90,2.70,2.90,334200
KSK,20160316,2.60,2.80,2.60,2.70,347000
KSK,20160315,2.70,2.80,2.50,2.60,425800
KSK,20160314,2.60,2.70,2.50,2.70,298400
KSK,20160311,2.70,2.80,2.50,2.50,162800
KSK,20160310,2.80,2.80,2.70,2.70,173300
KSK,20160309,2.90,2.90,2.60,2.80,215300
KSK,20160308,2.90,2.90,2.80,2.80,319700
KSK,20160307,2.70,3.00,2.70,2.90,397900
KSK,20160304,2.70,2.90,2.60,2.80,370700
KSK,20160303,3.10,3.10,2.70,2.70,525100
KSK,20160302,3.00,3.00,2.80,3.00,1846000
KSK,20160301,2.80,2.80,2.80,2.80,50230
KSK,20160229,2.60,2.60,2.40,2.60,366150
KSK,20160226,2.40,2.40,2.30,2.40,1145150
KSK,20160225,2.20,2.20,2.20,2.20,178900
KSK,20160224,2.00,2.00,2.00,2.00,131200
KSK,20160223,1.90,1.90,1.90,1.90,60266
KSK,20160222,1.70,1.80,1.70,1.80,119500
KSK,20160219,1.70,1.80,1.70,1.70,104600
KSK,20160218,1.60,1.80,1.60,1.80,100700
KSK,20160217,1.70,1.80,1.60,1.70,38400
KSK,20160216,1.70,1.70,1.60,1.70,14900
KSK,20160215,1.70,1.70,1.70,1.70,116400
KSK,20160205,1.60,1.70,1.60,1.70,35500
KSK,20160204,1.70,1.70,1.50,1.60,33600
KSK,20160203,1.60,1.70,1.60,1.60,85500
KSK,20160202,1.70,1.70,1.60,1.70,42900
KSK,20160201,1.60,1.70,1.60,1.60,135000
KSK,20160129,1.80,1.80,1.60,1.70,23200
KSK,20160128,1.70,1.70,1.70,1.70,14700
KSK,20160127,1.70,1.70,1.60,1.70,164300
KSK,20160126,1.70,1.80,1.60,1.70,89800
KSK,20160125,1.80,1.80,1.70,1.70,39700
KSK,20160122,1.70,1.80,1.70,1.70,70400
KSK,20160121,1.70,1.70,1.60,1.70,239300
KSK,20160120,1.60,1.60,1.60,1.60,8000
KSK,20160119,1.60,1.60,1.50,1.50,42500
KSK,20160118,1.60,1.60,1.60,1.60,94800
KSK,20160115,1.60,1.70,1.60,1.70,61900
KSK,20160114,1.70,1.70,1.60,1.70,54700
KSK,20160113,1.70,1.70,1.70,1.70,9200
KSK,20160112,1.60,1.70,1.60,1.70,11600
KSK,20160111,1.70,1.70,1.60,1.70,46600
KSK,20160108,1.70,1.80,1.60,1.60,84600
KSK,20160107,1.80,1.80,1.70,1.70,48600
KSK,20160106,1.80,1.80,1.70,1.80,13300
KSK,20160105,1.80,1.90,1.70,1.80,230200
KSK,20160104,1.80,1.80,1.80,1.80,1000
KSK,20151231,1.70,1.80,1.70,1.70,42600
KSK,20151230,1.70,1.70,1.60,1.70,84000
KSK,20151229,1.70,1.70,1.60,1.60,32600
KSK,20151228,1.80,1.80,1.70,1.70,51800
KSK,20151225,1.70,1.80,1.70,1.80,84600
KSK,20151224,1.80,1.80,1.70,1.80,94300
KSK,20151223,1.90,1.90,1.70,1.80,2500
KSK,20151222,1.80,1.80,1.70,1.80,45900
KSK,20151221,1.80,1.80,1.80,1.80,79700
KSK,20151218,1.80,1.90,1.80,1.90,55200
KSK,20151217,1.90,1.90,1.80,1.80,45500
KSK,20151216,1.90,1.90,1.70,1.80,74000
KSK,20151215,1.80,1.90,1.80,1.80,59400
KSK,20151214,1.80,1.90,1.80,1.80,111400
KSK,20151211,1.90,1.90,1.70,1.80,105100
KSK,20151210,1.90,1.90,1.80,1.80,236900
KSK,20151209,1.90,2.00,1.80,1.90,56700
KSK,20151208,1.80,2.00,1.80,1.90,145800
KSK,20151207,2.00,2.00,1.80,1.90,133600
KSK,20151204,1.90,2.00,1.80,2.00,232400
KSK,20151203,1.90,2.00,1.80,2.00,211000
KSK,20151202,1.90,2.00,1.90,1.90,47300
KSK,20151201,1.90,2.00,1.80,1.90,313000
KSK,20151130,2.00,2.00,1.90,2.00,212200
KSK,20151127,2.20,2.20,1.90,2.00,157200
KSK,20151126,2.00,2.00,1.90,2.00,377600
KSK,20151125,1.90,2.00,1.80,1.90,340000
KSK,20151124,1.90,2.00,1.80,1.90,85500
KSK,20151123,1.90,2.00,1.80,1.90,69100
KSK,20151120,1.80,2.00,1.80,1.90,102800
KSK,20151119,1.90,2.00,1.80,1.90,82300
KSK,20151118,1.90,2.00,1.80,1.90,71200
KSK,20151117,2.00,2.00,1.80,1.90,146500
KSK,20151116,2.00,2.00,1.90,1.90,160300
KSK,20151113,2.00,2.10,1.90,2.00,79700
KSK,20151112,1.90,2.00,1.90,2.00,39600
KSK,20151111,2.00,2.10,1.90,1.90,302500
KSK,20151110,2.10,2.20,2.00,2.10,164100
KSK,20151109,2.00,2.20,2.00,2.10,324100
KSK,20151106,2.10,2.20,1.90,2.00,83300
KSK,20151105,2.00,2.00,1.90,2.00,307600
KSK,20151104,1.80,1.90,1.80,1.90,395300
KSK,20151103,1.90,1.90,1.80,1.80,30900
KSK,20151102,1.80,1.90,1.80,1.90,60900
KSK,20151030,1.80,1.90,1.80,1.80,50300
KSK,20151029,1.90,1.90,1.80,1.90,50300
KSK,20151028,1.80,1.90,1.70,1.90,61800
KSK,20151027,1.90,1.90,1.80,1.80,17600
KSK,20151026,1.80,1.80,1.80,1.80,111300
KSK,20151023,1.80,1.90,1.80,1.90,12500
KSK,20151022,1.70,1.90,1.70,1.90,88100
KSK,20151021,1.90,1.90,1.70,1.80,28600
KSK,20151020,1.90,1.90,1.80,1.80,20900
KSK,20151019,1.90,1.90,1.70,1.90,9800
KSK,20151016,1.90,1.90,1.80,1.80,64200
KSK,20151015,1.90,1.90,1.70,1.90,110700
KSK,20151014,1.90,1.90,1.80,1.80,86300
KSK,20151013,2.00,2.00,1.80,1.80,310500
KSK,20151012,2.00,2.00,1.80,2.00,59800
KSK,20151009,2.00,2.10,1.80,2.00,135700
KSK,20151008,2.00,2.00,1.90,2.00,50900
KSK,20151007,2.00,2.00,1.90,2.00,72200
KSK,20151006,2.00,2.10,1.90,1.90,173700
KSK,20151005,1.90,2.00,1.80,2.00,207600
KSK,20151002,1.90,1.90,1.80,1.90,192700
KSK,20151001,1.80,1.90,1.80,1.80,22600
KSK,20150930,1.80,1.90,1.80,1.90,16700
KSK,20150929,2.00,2.00,1.80,1.80,240700
KSK,20150928,2.00,2.00,1.80,2.00,47300
KSK,20150925,2.00,2.00,1.90,2.00,11500
KSK,20150924,2.00,2.00,1.80,2.00,17000
KSK,20150923,2.00,2.00,1.80,1.90,22100
