<Ticker>,<DTYYYYMMDD>,<Open>,High,<Low>,<Close>,<Volume>
STO.AX,20180518,6.2,6.29,6.19,6.25,6182522.0
STO.AX,20180517,6.31,6.32,6.16,6.2,9268332.0
STO.AX,20180516,6.27,6.38,6.25,6.32,7887664.0
STO.AX,20180515,6.25,6.29,6.18,6.23,7595413.0
STO.AX,20180514,6.28,6.295,6.22,6.25,5893434.0
STO.AX,20180511,6.26,6.29,6.19,6.2,3885877.0
STO.AX,20180510,6.25,6.3,6.19,6.26,6588569.0
STO.AX,20180509,6.15,6.25,6.14,6.25,8825864.0
STO.AX,20180508,6.2,6.24,6.02,6.05,5778467.0
STO.AX,20180507,6.24,6.27,6.095,6.12,5856692.0
STO.AX,20180504,6.2,6.24,6.17,6.2,3098330.0
STO.AX,20180503,6.22,6.245,6.18,6.22,3601700.0
STO.AX,20180502,6.19,6.23,6.125,6.2,4180588.0
STO.AX,20180501,6.14,6.2,6.14,6.16,3165253.0
STO.AX,20180430,6.19,6.2,5.97,6.14,4886833.0
STO.AX,20180427,6.25,6.28,6.165,6.24,8314417.0
STO.AX,20180426,6.2,6.2,6.16,6.2,7167380.0
STO.AX,20180424,6.07,6.15,6.06,6.13,6671840.0
STO.AX,20180423,6.05,6.1,6.01,6.01,5420633.0
STO.AX,20180420,5.95,6.035,5.95,6.0,3958355.0
STO.AX,20180419,5.99,6.01,5.92,6.0,8581363.0
STO.AX,20180418,5.95,5.98,5.94,5.98,3385381.0
STO.AX,20180417,5.93,5.98,5.92,5.93,3943776.0
STO.AX,20180416,5.91,5.98,5.91,5.93,8193099.0
STO.AX,20180413,5.94,5.97,5.9,5.91,6369640.0
STO.AX,20180412,5.98,6.0,5.93,5.97,4823685.0
STO.AX,20180411,5.9,5.98,5.9,5.97,4795686.0
STO.AX,20180410,5.87,5.94,5.86,5.94,4226941.0
STO.AX,20180409,5.85,5.92,5.85,5.9,5308531.0
STO.AX,20180406,5.83,5.94,5.8,5.88,16733331.0
STO.AX,20180405,5.82,5.86,5.8,5.85,5414239.0
STO.AX,20180404,5.86,5.925,5.81,5.84,11653333.0
STO.AX,20180403,6.1,6.2,5.84,5.89,31893125.0
STO.AX,20180328,5.15,5.18,5.045,5.07,10065656.0
STO.AX,20180327,5.13,5.17,5.11,5.13,4578318.0
STO.AX,20180326,5.14,5.19,5.13,5.19,3976890.0
STO.AX,20180325,5.05,5.18,5.05,5.12,6563511.0
STO.AX,20180322,5.04,5.08,5.0,5.08,4425238.0
STO.AX,20180321,5.1,5.175,5.09,5.13,6979389.0
STO.AX,20180320,5.05,5.1,5.04,5.07,4729220.0
STO.AX,20180319,5.01,5.03,4.96,5.01,2767835.0
STO.AX,20180318,4.93,5.04,4.93,5.03,8488329.0
STO.AX,20180315,4.9,4.94,4.87,4.89,6702925.0
STO.AX,20180314,4.8,4.905,4.8,4.89,5194716.0
STO.AX,20180313,4.86,4.9,4.85,4.86,4473262.0
STO.AX,20180312,4.95,5.0,4.915,4.93,6714938.0
STO.AX,20180311,4.97,4.99,4.92,4.98,4643398.0
STO.AX,20180308,4.87,4.91,4.86,4.89,3191065.0
STO.AX,20180307,4.94,4.95,4.88,4.91,3580007.0
STO.AX,20180306,5.01,5.06,4.92,4.93,4342681.0
STO.AX,20180305,4.98,5.095,4.98,5.06,5298147.0
STO.AX,20180304,4.87,4.94,4.86,4.89,3166736.0
STO.AX,20180301,4.92,4.97,4.885,4.92,3417194.0
STO.AX,20180228,4.99,5.0,4.94,4.97,6035818.0
STO.AX,20180227,4.98,5.07,4.97,5.04,5068028.0
STO.AX,20180226,5.07,5.09,4.98,5.01,4712217.0
STO.AX,20180225,5.19,5.19,5.06,5.07,5016995.0
STO.AX,20180222,5.19,5.195,5.115,5.12,6607857.0
STO.AX,20180221,5.08,5.15,5.06,5.13,7675381.0
STO.AX,20180220,5.06,5.125,5.01,5.02,5638080.0
STO.AX,20180219,5.13,5.2,5.12,5.18,9077499.0
STO.AX,20180218,5.03,5.18,5.02,5.17,5368079.0
STO.AX,20180215,5.1,5.11,5.01,5.04,4986302.0
STO.AX,20180214,4.89,5.09,4.89,5.08,6716224.0
STO.AX,20180213,4.78,4.9,4.78,4.88,3465046.0
STO.AX,20180212,4.84,4.9,4.82,4.86,3903218.0
STO.AX,20180211,4.8,4.86,4.735,4.82,5688706.0
STO.AX,20180208,4.81,4.86,4.79,4.84,7665265.0
STO.AX,20180207,4.91,4.97,4.91,4.95,4609362.0
