<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
FTR,20180504,11.0,11.61,10.83,11.34,4871800
FTR,20180503,10.33,11.07,10.18,11.05,8201500
FTR,20180502,8.75,10.49,8.71,10.38,12418700
FTR,20180501,8.3,8.41,8.1,8.15,2179800
FTR,20180430,8.41,8.51,8.22,8.3,1406900
FTR,20180427,8.21,8.43,8.04,8.42,2576200
FTR,20180426,8.49,8.5,8.12,8.21,1751300
FTR,20180425,8.49,8.63,8.35,8.52,2465800
FTR,20180424,8.41,8.61,8.2,8.46,2020300
FTR,20180423,8.27,8.35,7.88,8.33,2135600
FTR,20180420,8.46,8.57,8.23,8.28,1965000
FTR,20180419,8.93,8.97,8.46,8.49,2647100
FTR,20180418,8.78,8.99,8.78,8.96,1676800
FTR,20180417,8.56,9.0,8.56,8.78,2277600
FTR,20180416,8.27,8.66,8.16,8.57,1737600
FTR,20180413,8.13,8.42,8.13,8.27,1664000
FTR,20180412,8.82,8.82,8.02,8.11,3859300
FTR,20180411,8.56,8.91,8.42,8.87,2849700
FTR,20180410,8.15,8.71,7.91,8.7,4441700
FTR,20180409,7.79,8.09,7.72,8.09,3688500
FTR,20180406,7.68,7.86,7.59,7.72,2120000
FTR,20180405,7.89,8.04,7.6,7.77,3382900
FTR,20180404,7.09,8.22,7.02,7.88,4830100
FTR,20180403,7.05,7.43,7.02,7.25,2012800
FTR,20180402,7.36,7.55,7.0,7.02,2101800
FTR,20180329,7.26,7.44,7.17,7.42,2336600
FTR,20180328,7.14,7.35,7.02,7.24,1566500
FTR,20180327,7.11,7.34,7.06,7.17,3031400
FTR,20180326,7.03,7.17,6.9,7.04,1648900
FTR,20180323,6.89,7.06,6.82,6.93,1774700
FTR,20180322,7.03,7.09,6.82,6.95,1930100
FTR,20180321,6.93,7.25,6.87,7.1,2149700
FTR,20180320,7.0,7.13,6.75,6.95,2735900
FTR,20180319,7.54,7.56,6.9,7.0,4933700
FTR,20180316,7.57,7.65,7.36,7.65,6557800
FTR,20180315,7.95,8.03,7.49,7.59,2326800
FTR,20180314,7.84,7.98,7.71,7.91,3960800
FTR,20180313,7.78,8.05,7.61,7.83,3978300
FTR,20180312,8.15,8.23,7.77,8.03,3557200
FTR,20180309,8.27,8.45,8.12,8.22,2128600
FTR,20180308,7.96,8.31,7.96,8.28,2484300
FTR,20180307,7.75,8.48,7.75,8.05,3875000
FTR,20180306,7.38,7.91,7.35,7.88,3616500
FTR,20180305,7.0,7.64,7.0,7.38,4672200
FTR,20180302,7.06,7.31,7.0,7.0,6826500
FTR,20180301,6.92,7.32,6.86,7.16,5470000
FTR,20180228,7.0,7.5,6.65,7.03,18851300
FTR,20180227,9.17,9.59,9.04,9.24,3209600
FTR,20180226,9.18,9.35,8.78,9.24,2249100
FTR,20180223,8.2,9.12,8.08,9.1,2840600
FTR,20180222,8.74,8.9,7.96,8.06,3051400
FTR,20180221,8.7,8.98,8.66,8.76,1331500
FTR,20180220,9.22,9.35,8.58,8.72,2276600
FTR,20180216,9.05,9.38,8.78,9.22,3389700
FTR,20180215,8.5,9.03,8.43,8.89,3142600
FTR,20180214,7.9,8.38,7.76,8.23,2316200
FTR,20180213,7.69,8.11,7.51,7.9,2445200
FTR,20180212,6.86,7.71,6.85,7.64,2608600
FTR,20180209,7.27,7.28,6.65,6.81,3617600
FTR,20180208,7.7,7.78,7.13,7.15,2594600
FTR,20180207,7.78,7.97,7.65,7.67,1463500
FTR,20180206,7.6,7.95,7.55,7.78,1974200
FTR,20180205,7.75,8.15,7.61,7.66,2269900
FTR,20180202,7.99,9.08,7.75,7.84,5577100
FTR,20180201,8.16,8.24,7.97,8.08,1677100
FTR,20180131,8.07,8.4,7.95,8.19,3030600
FTR,20180130,8.02,8.14,7.87,8.07,1897700
FTR,20180129,8.25,8.39,8.02,8.05,1649800
FTR,20180126,8.39,8.48,8.19,8.26,2099700
FTR,20180125,8.25,8.31,8.02,8.29,1483000
FTR,20180124,8.14,8.41,8.1,8.21,2081800
FTR,20180123,8.57,8.83,8.07,8.09,2552400
FTR,20180122,7.74,8.6,7.72,8.53,4410100
FTR,20180119,7.23,7.86,6.99,7.77,3660800
FTR,20180118,7.35,7.4,7.18,7.21,2582000
FTR,20180117,7.83,7.98,7.41,7.42,2850200
FTR,20180116,8.4,8.44,7.78,7.82,2955800
FTR,20180112,7.73,8.32,7.71,8.3,2640800
FTR,20180111,7.43,7.97,7.43,7.72,3842200
FTR,20180110,7.06,7.45,7.01,7.43,2131400
FTR,20180109,7.34,7.75,7.12,7.13,3558100
FTR,20180108,7.19,7.43,7.09,7.34,1889200
FTR,20180105,7.32,7.44,7.18,7.25,1628700
FTR,20180104,7.17,7.4,7.0,7.34,2157400
FTR,20180103,7.35,7.46,7.16,7.22,1828400
FTR,20180102,6.79,7.32,6.59,7.27,3625000
FTR,20171229,6.92,7.16,6.71,6.76,4765800
FTR,20171228,6.79,7.04,6.65,6.83,3449900
FTR,20171227,6.94,7.0,6.65,6.81,3127900
FTR,20171226,6.92,7.23,6.92,6.96,2482500
FTR,20171222,7.04,7.1,6.81,6.98,3251700
FTR,20171221,7.35,7.42,7.09,7.11,3643500
FTR,20171220,7.48,7.61,7.24,7.34,3637200
FTR,20171219,8.19,8.26,7.32,7.44,4604900
FTR,20171218,8.08,8.59,8.0,8.2,4555500
FTR,20171215,8.33,8.86,7.89,8.08,10252500
FTR,20171214,9.52,9.65,8.32,8.69,7292000
FTR,20171213,10.12,10.62,10.02,10.2,5800700
FTR,20171212,10.15,10.37,9.74,10.05,4658400
FTR,20171211,9.92,10.5,9.91,10.06,4705200
FTR,20171208,9.24,10.25,9.19,9.75,4732700
FTR,20171207,8.83,9.32,8.8,9.15,2843800
FTR,20171206,8.97,9.13,8.67,8.78,3141100
FTR,20171205,9.2,9.35,8.62,9.1,17941700
FTR,20171204,8.7,9.35,8.69,9.2,5084000
FTR,20171201,8.44,8.67,8.26,8.55,2728100
FTR,20171130,8.43,8.92,8.31,8.5,5461200
FTR,20171129,7.93,8.49,7.92,8.41,4368500
FTR,20171128,7.6,7.95,7.49,7.93,2180900
FTR,20171127,7.35,7.8,7.15,7.61,2095500
FTR,20171124,8.0,8.0,6.08,7.45,5585200
FTR,20171122,7.12,7.98,7.08,7.9,4028600
FTR,20171121,7.3,7.46,6.96,7.08,2975800
FTR,20171120,7.0,7.5,7.0,7.23,4232000
FTR,20171117,6.68,7.01,6.63,6.96,3448300
FTR,20171116,6.7,7.04,6.64,6.66,3330200
FTR,20171115,6.35,6.77,6.25,6.66,2783700
FTR,20171114,6.9,6.96,6.26,6.46,4397300
FTR,20171113,6.91,7.0,6.8,6.96,3416000
FTR,20171110,7.39,7.55,6.72,6.77,8011800
FTR,20171109,7.69,8.25,7.66,7.96,3476300
FTR,20171108,8.07,8.2,7.86,7.96,1617500
FTR,20171107,8.07,8.3,7.85,8.12,2948300
FTR,20171106,7.43,8.11,7.4,8.07,6217600
FTR,20171103,9.09,9.21,7.36,7.41,9993700
FTR,20171102,8.98,9.25,8.83,9.18,6264400
FTR,20171101,12.06,12.06,8.82,8.86,20818500
FTR,20171031,11.92,12.19,11.62,12.11,3878700
FTR,20171030,11.64,11.93,11.49,11.88,2402600
FTR,20171027,11.45,11.89,11.41,11.74,3936300
FTR,20171026,11.42,11.68,11.21,11.48,2134600
FTR,20171025,11.29,11.61,11.2,11.39,2640700
FTR,20171024,11.49,11.65,11.28,11.31,1454100
FTR,20171023,11.48,11.69,11.43,11.51,1292400
FTR,20171020,11.5,11.69,11.35,11.57,1126200
FTR,20171019,11.47,11.75,11.16,11.48,2529000
FTR,20171018,11.46,11.57,11.25,11.46,1681300
FTR,20171017,11.67,11.8,11.45,11.46,1919000
FTR,20171016,11.9,11.95,11.66,11.7,2926000
FTR,20171013,12.1,12.1,11.84,11.89,1731500
FTR,20171012,12.03,12.29,11.75,12.1,1987100
FTR,20171011,12.32,12.41,12.04,12.2,1240800
FTR,20171010,12.53,12.75,12.33,12.38,1468600
FTR,20171009,12.2,12.79,12.2,12.53,1743100
FTR,20171006,12.05,12.27,11.88,12.2,1743500
FTR,20171005,12.25,12.63,12.11,12.16,1991700
FTR,20171004,12.48,12.83,12.25,12.26,2824900
FTR,20171003,12.15,12.76,12.11,12.6,2620900
FTR,20171002,11.68,12.18,11.68,12.17,1825700
FTR,20170929,12.24,12.24,11.74,11.79,3545100
FTR,20170928,12.31,13.0,12.15,12.31,4056300
FTR,20170927,12.39,12.58,12.01,12.37,1931800
FTR,20170926,12.22,12.38,12.11,12.2,1682700
FTR,20170925,11.82,12.41,11.77,12.28,2042100
FTR,20170922,11.7,11.84,11.66,11.81,950500
FTR,20170921,11.93,12.08,11.67,11.69,2416600
FTR,20170920,11.86,12.26,11.86,12.0,1778900
FTR,20170919,12.58,12.59,11.85,11.97,3222100
FTR,20170918,13.04,13.12,12.47,12.52,2725900
FTR,20170915,13.04,13.28,12.94,13.12,4296500
FTR,20170914,13.01,13.15,12.62,12.92,2357000
FTR,20170913,13.76,14.1,13.34,13.75,3184500
FTR,20170912,13.41,14.24,13.29,13.76,3445500
FTR,20170911,13.29,13.47,13.16,13.32,1604900
FTR,20170908,13.43,13.43,13.0,13.17,2415900
FTR,20170907,13.99,14.12,13.31,13.41,2213300
FTR,20170906,13.86,14.17,13.72,13.95,2182700
FTR,20170905,13.8,14.0,13.62,13.77,1506800
FTR,20170901,13.49,13.83,13.38,13.83,1249600
FTR,20170831,13.36,13.73,13.24,13.47,2290800
FTR,20170830,13.55,13.9,13.24,13.4,1950100
FTR,20170829,13.05,14.04,13.05,13.55,2948800
FTR,20170828,12.74,13.4,12.74,13.25,2012000
FTR,20170825,12.67,12.85,12.45,12.78,1353800
FTR,20170824,12.27,12.82,12.27,12.7,1870800
FTR,20170823,11.99,12.54,11.65,12.34,2676600
FTR,20170822,12.72,12.84,11.97,12.04,4105900
FTR,20170821,13.47,13.54,12.65,12.72,3303600
FTR,20170818,13.76,13.85,13.15,13.56,2526900
FTR,20170817,14.24,14.34,13.78,13.81,2969200
FTR,20170816,14.31,14.52,13.96,14.35,2613400
FTR,20170815,15.26,15.44,14.26,14.34,3274800
FTR,20170814,14.92,15.33,14.6,15.27,1929600
FTR,20170811,15.11,15.16,14.6,14.91,2340500
FTR,20170810,14.94,15.39,14.89,15.09,1859600
FTR,20170809,15.0,15.48,14.61,15.08,3190000
FTR,20170808,15.75,15.88,15.16,15.2,3084800
FTR,20170807,15.74,16.02,15.11,15.91,4125400
FTR,20170804,14.56,16.4,14.56,15.87,5629100
FTR,20170803,16.58,16.75,14.14,14.54,6565400
FTR,20170802,16.1,18.209999,16.0,17.049999,7770900
FTR,20170801,15.34,15.95,15.17,15.89,3057900
FTR,20170731,15.63,16.190001000000002,15.09,15.31,2062500
FTR,20170728,15.59,15.94,15.12,15.63,2315000
FTR,20170727,15.05,16.0,15.05,15.75,2290300
FTR,20170726,14.97,15.2,14.64,14.95,1829200
FTR,20170725,14.49,15.34,14.31,14.94,3449800
FTR,20170724,14.85,14.88,14.36,14.56,1775400
FTR,20170721,14.94,15.11,14.52,14.85,2671100
FTR,20170720,14.3,15.24,14.25,14.91,3267400
FTR,20170719,13.91,14.5,13.9,14.29,2502300
FTR,20170718,14.25,14.44,13.86,13.93,2179700
FTR,20170717,14.72,15.01,14.11,14.35,2585100
FTR,20170714,14.04,15.14,13.96,14.77,3794500
FTR,20170713,13.3,14.1,13.13,14.05,4391000
FTR,20170712,13.78,13.96,13.13,13.48,3854900
FTR,20170711,14.68,14.7,13.3,13.88,6912400
FTR,20170710,15.13,16.450001,14.65,14.94,610100
FTR,20170707,16.349992999999998,16.499992000000002,15.449992000000002,15.899992000000001,35253400
FTR,20170706,17.24999,17.399992,16.199991,16.499992000000002,66322800
FTR,20170705,17.699991,17.849991,17.24999,17.399992,12070800
FTR,20170703,17.399992,17.699991,17.099991,17.699991,10872900
FTR,20170630,18.299992,18.299992,17.24999,17.399992,20191900
FTR,20170629,17.399992,17.99999,17.399992,17.849991,18642800
FTR,20170628,17.699991,18.14999,17.399992,17.399992,23159400
FTR,20170627,17.399992,17.99999,17.24999,17.549992,23931500
FTR,20170626,18.449991,18.599991,16.949991,17.099991,30014600
FTR,20170623,16.949991,18.449991,16.949991,18.299992,148472100
FTR,20170622,16.949991,17.399992,16.649992,16.799992,28235500
FTR,20170621,18.449991,18.74999,16.499992000000002,16.799992,49091800
FTR,20170620,19.64999,20.099991,17.849991,18.299992,37276900
FTR,20170619,20.099991,20.54999,19.64999,19.79999,20245000
FTR,20170616,20.099991,20.999989000000003,19.349991,20.849989,71772900
FTR,20170615,19.04999,20.24999,19.04999,19.64999,27912900
FTR,20170614,20.099991,20.39999,19.04999,19.04999,18745500
FTR,20170613,18.89999,20.39999,18.74999,20.099991,38472600
FTR,20170612,18.599991,19.79999,18.449991,19.04999,32771600
FTR,20170609,18.299992,18.74999,18.299992,18.449991,12953100
FTR,20170608,18.599991,18.89999,17.99999,18.449991,20641100
FTR,20170607,19.04999,19.49999,17.99999,18.299992,32270500
FTR,20170606,19.04999,19.49999,18.599991,19.04999,25459400
FTR,20170605,19.49999,19.64999,18.89999,19.199991,20844800
FTR,20170602,19.79999,20.099991,19.349991,19.49999,29362200
FTR,20170601,19.64999,20.54999,19.349991,19.49999,41318400
FTR,20170531,19.949989000000002,20.099991,19.199991,19.64999,98315600
FTR,20170530,19.949989000000002,20.699989000000002,19.64999,19.79999,25653900
