<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
CTSH,20180504,81.040001,82.610001,80.720001,82.16999799999999,3799600
CTSH,20180503,80.949997,81.57,80.08000200000001,81.360001,3338400
CTSH,20180502,81.68,82.18,81.120003,81.379997,3100200
CTSH,20180501,81.779999,82.16999799999999,81.459999,81.82,2213400
CTSH,20180430,82.010002,82.5,81.720001,81.82,2642900
CTSH,20180427,81.860001,82.68,81.519997,81.620003,2227300
CTSH,20180426,81.33000200000001,81.809998,80.790001,81.730003,3223800
CTSH,20180425,80.589996,81.150002,79.910004,80.910004,2642700
CTSH,20180424,82.16999799999999,82.32,80.349998,80.800003,3017200
CTSH,20180423,81.980003,82.199997,81.230003,81.57,2130700
CTSH,20180420,82.190002,82.559998,81.389999,81.769997,3053400
CTSH,20180419,82.559998,83.239998,82.089996,82.370003,2161100
CTSH,20180418,82.449997,83.150002,81.629997,82.699997,2577200
CTSH,20180417,82.389999,82.5,81.480003,82.190002,3568900
CTSH,20180416,81.489998,82.260002,81.0,81.769997,2269400
CTSH,20180413,82.230003,82.230003,80.190002,80.82,2784700
CTSH,20180412,80.379997,81.849998,80.08000200000001,81.550003,3619300
CTSH,20180411,79.650002,80.260002,79.459999,79.93,2499300
CTSH,20180410,80.300003,81.08000200000001,80.099998,80.400002,3190800
CTSH,20180409,79.43,80.230003,78.870003,78.910004,3278000
CTSH,20180406,80.309998,80.860001,78.540001,79.07,3552900
CTSH,20180405,81.050003,81.480003,80.059998,80.91999799999999,2378900
CTSH,20180404,78.620003,81.18,78.58000200000001,80.720001,3972700
CTSH,20180403,79.91999799999999,80.720001,78.989998,80.050003,3700200
CTSH,20180402,80.459999,81.269997,78.459999,79.209999,4708300
CTSH,20180329,80.099998,81.610001,79.769997,80.5,4755600
CTSH,20180328,80.389999,80.889999,79.379997,79.66999799999999,3753300
CTSH,20180327,82.290001,82.739998,79.339996,80.08000200000001,3387800
CTSH,20180326,80.660004,81.870003,79.650002,81.629997,3639000
CTSH,20180323,81.059998,81.459999,79.199997,79.260002,3093600
CTSH,20180322,82.510002,83.0,80.660004,80.970001,5454000
CTSH,20180321,84.25,84.57,83.050003,83.349998,3721200
CTSH,20180320,84.029999,84.690002,83.910004,84.309998,3145900
CTSH,20180319,84.370003,84.760002,82.949997,83.809998,3304900
CTSH,20180316,84.800003,85.0,84.230003,84.599998,4534900
CTSH,20180315,83.75,85.099998,83.68,84.83000200000001,2969500
