<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
RUN,20180504,8.9,9.04,8.86,8.98,781600.0
RUN,20180503,9.03,9.11,8.82,8.89,1024700.0
RUN,20180502,9.09,9.25,8.99,9.06,4051500.0
RUN,20180501,9.18,9.18,8.8,9.08,966400.0
RUN,20180430,9.27,9.39,9.12,9.22,3745200.0
RUN,20180427,9.08,9.45,9.05,9.25,1153500.0
RUN,20180426,9.05,9.12,8.95,9.08,835500.0
RUN,20180425,8.9,9.03,8.75,8.99,1372100.0
RUN,20180424,8.87,9.04,8.7,8.88,1425300.0
RUN,20180423,9.44,9.44,8.69,8.82,2574700.0
RUN,20180420,8.87,9.48,8.82,9.27,1803100.0
RUN,20180419,9.12,9.15,8.83,8.91,1166800.0
RUN,20180418,8.79,9.22,8.73,9.11,1968100.0
RUN,20180417,8.69,8.8,8.58,8.75,1089500.0
RUN,20180416,8.5,8.75,8.43,8.63,1503100.0
RUN,20180413,8.54,8.69,8.42,8.5,1474000.0
RUN,20180412,8.41,8.6,8.36,8.47,1488100.0
RUN,20180411,8.15,8.45,8.01,8.28,1708900.0
RUN,20180410,8.28,8.59,8.2,8.2,2443200.0
RUN,20180409,8.51,8.73,8.17,8.19,2919900.0
RUN,20180406,9.3,9.51,8.39,8.52,6356200.0
RUN,20180405,9.82,10.16,9.76,9.94,5041200.0
RUN,20180404,9.11,9.88,8.94,9.82,5328300.0
RUN,20180403,9.15,9.24,8.915,9.16,2539900.0
RUN,20180402,8.9,9.12,8.73,9.08,2167800.0
RUN,20180329,8.72,9.23,8.61,8.93,3372000.0
RUN,20180328,8.7,8.749,8.454,8.69,2585400.0
RUN,20180327,8.75,8.84,8.51,8.76,2377400.0
RUN,20180326,8.55,8.82,8.5,8.73,2605200.0
RUN,20180323,8.53,8.87,8.42,8.43,3117900.0
RUN,20180322,8.49,8.85,8.18,8.47,4337700.0
RUN,20180321,8.07,8.95,8.07,8.64,5108400.0
RUN,20180320,7.67,8.08,7.56,8.05,2762000.0
RUN,20180319,7.64,7.79,7.494,7.63,2261500.0
RUN,20180316,7.57,7.68,7.32,7.66,2275700.0
RUN,20180315,7.69,7.7,7.405,7.46,1566000.0
RUN,20180314,7.33,7.66,7.25,7.65,3062900.0
RUN,20180313,7.24,7.4,7.15,7.27,1878400.0
RUN,20180312,7.15,7.37,7.15,7.2,1710300.0
RUN,20180309,6.98,7.23,6.96,7.15,1983500.0
RUN,20180308,6.74,7.09,6.71,6.91,3124000.0
RUN,20180307,7.4,7.4,6.64,6.76,6183100.0
RUN,20180306,7.3,7.44,7.16,7.43,4219800.0
RUN,20180305,7.03,7.2,6.83,7.2,2640600.0
RUN,20180302,6.97,7.09,6.67,7.06,1898500.0
RUN,20180301,6.67,7.03,6.51,6.94,1938600.0
RUN,20180228,6.8,6.885,6.68,6.69,1252800.0
RUN,20180227,7.08,7.149,6.7,6.75,1562600.0
RUN,20180226,6.91,7.1,6.883,7.05,1674800.0
RUN,20180223,6.7,6.89,6.62,6.865,1321200.0
RUN,20180222,7.02,7.05,6.35,6.69,3001400.0
RUN,20180221,6.77,7.299,6.77,7.06,2944300.0
RUN,20180220,6.8,6.85,6.68,6.73,1325200.0
RUN,20180216,6.54,6.88,6.53,6.78,2851700.0
RUN,20180215,6.5,6.55,6.24,6.53,1810000.0
RUN,20180214,5.9,6.52,5.9,6.42,2695100.0
RUN,20180213,6.02,6.11,5.94,5.97,1518400.0
RUN,20180212,5.84,6.12,5.64,6.0,2667000.0
RUN,20180209,5.43,5.48,5.08,5.37,1674200.0
RUN,20180208,5.56,5.69,5.26,5.33,1404700.0
RUN,20180207,5.56,5.7,5.48,5.54,847500.0
RUN,20180206,5.52,5.65,5.43,5.55,1588700.0
RUN,20180205,5.79,5.89,5.6,5.61,1356000.0
RUN,20180202,6.02,6.05,5.78,5.82,1816800.0
RUN,20180201,6.32,6.37,6.03,6.07,899100.0
RUN,20180131,6.7,6.73,6.32,6.33,1155400.0
RUN,20180130,6.66,6.73,6.61,6.67,1059900.0
RUN,20180129,6.35,6.78,6.35,6.66,1543100.0
RUN,20180126,6.39,6.405,6.2,6.33,878800.0
RUN,20180125,6.47,6.52,6.28,6.33,985900.0
RUN,20180124,6.45,6.56,6.27,6.39,1295400.0
RUN,20180123,6.45,6.57,6.16,6.41,3887200.0
RUN,20180122,5.94,6.08,5.873,6.04,1243900.0
RUN,20180119,5.91,6.01,5.88,5.94,919600.0
RUN,20180118,6.06,6.13,5.775,5.92,1934200.0
RUN,20180117,6.07,6.15,6.02,6.09,992200.0
RUN,20180116,6.37,6.41,6.06,6.06,926500.0
RUN,20180112,6.3,6.43,6.232,6.36,980900.0
RUN,20180111,5.98,6.31,5.94,6.3,1870700.0
RUN,20180110,5.98,6.025,5.94,6.02,511400.0
RUN,20180109,6.03,6.08,5.96,6.01,564000.0
RUN,20180108,6.0,6.1,5.92,6.05,466100.0
RUN,20180105,6.07,6.09,5.94,6.01,1062000.0
RUN,20180104,6.05,6.09,5.91,6.06,798500.0
RUN,20180103,5.92,6.14,5.92,6.05,933100.0
RUN,20180102,5.88,5.98,5.88,5.92,672400.0
RUN,20171229,6.08,6.09,5.89,5.9,879800.0
RUN,20171228,5.87,6.08,5.87,6.07,1012500.0
RUN,20171227,5.84,5.94,5.78,5.87,436000.0
RUN,20171226,6.01,6.01,5.79,5.84,552800.0
RUN,20171222,6.04,6.06,5.98,6.02,356600.0
RUN,20171221,6.08,6.08,6.01,6.05,673700.0
RUN,20171220,5.98,6.12,5.98,6.07,696900.0
RUN,20171219,6.07,6.1,5.97,5.99,719700.0
RUN,20171218,6.08,6.14,6.03,6.07,1261600.0
RUN,20171215,5.91,6.1,5.9,6.06,2727400.0
RUN,20171214,5.72,5.92,5.6,5.86,1115800.0
RUN,20171213,5.71,5.826,5.59,5.69,858600.0
RUN,20171212,5.79,5.95,5.675,5.69,823600.0
RUN,20171211,5.74,5.86,5.7,5.8,722600.0
RUN,20171208,5.71,5.78,5.71,5.73,693300.0
RUN,20171207,5.54,5.69,5.52,5.67,651700.0
RUN,20171206,5.55,5.6,5.48,5.56,535400.0
RUN,20171205,5.49,5.635,5.44,5.56,749200.0
RUN,20171204,5.49,5.74,5.48,5.49,1054500.0
RUN,20171201,5.57,5.64,5.32,5.44,1114600.0
RUN,20171130,5.56,5.67,5.51,5.6,788200.0
RUN,20171129,5.72,5.78,5.4,5.56,1514500.0
RUN,20171128,6.01,6.01,5.7,5.73,2020100.0
RUN,20171127,5.97,6.09,5.94,6.08,821600.0
RUN,20171124,5.95,5.99,5.87,5.93,330500.0
RUN,20171122,5.92,5.979,5.75,5.92,653600.0
RUN,20171121,6.05,6.055,5.9,5.92,569300.0
RUN,20171120,5.98,6.08,5.918,6.02,720300.0
RUN,20171117,6.0,6.14,5.937,6.05,734100.0
RUN,20171116,6.07,6.195,5.93,6.04,825000.0
RUN,20171115,6.12,6.25,6.01,6.08,821000.0
RUN,20171114,6.07,6.18,5.89,6.17,710300.0
RUN,20171113,5.9,6.15,5.87,6.07,1059900.0
RUN,20171110,6.2,6.24,5.64,5.83,1877000.0
RUN,20171109,6.41,6.73,6.03,6.24,2876200.0
RUN,20171108,5.82,6.19,5.75,5.89,934000.0
RUN,20171107,6.2,6.235,5.8,5.86,1227800.0
RUN,20171106,5.75,6.16,5.7,6.13,1339500.0
RUN,20171103,5.67,5.72,5.59,5.65,685700.0
RUN,20171102,5.77,5.8,5.63,5.69,940600.0
RUN,20171101,5.67,5.84,5.66,5.74,895500.0
RUN,20171031,5.75,5.92,5.64,5.74,1508800.0
RUN,20171030,5.58,5.81,5.55,5.72,886800.0
RUN,20171027,5.45,5.68,5.45,5.62,741200.0
RUN,20171026,5.42,5.52,5.38,5.44,466300.0
RUN,20171025,5.45,5.53,5.35,5.42,1005400.0
RUN,20171024,5.39,5.585,5.375,5.44,1085500.0
RUN,20171023,5.55,5.63,5.31,5.37,781600.0
RUN,20171020,5.5,5.59,5.44,5.57,606700.0
RUN,20171019,5.5,5.62,5.37,5.46,579900.0
RUN,20171018,5.59,5.7,5.54,5.54,1066000.0
RUN,20171017,5.53,5.7,5.505,5.54,1217500.0
RUN,20171016,5.52,5.63,5.49,5.49,596300.0
RUN,20171013,5.39,5.6,5.38,5.52,826000.0
RUN,20171012,5.47,5.52,5.38,5.39,694400.0
RUN,20171011,5.45,5.54,5.42,5.47,656200.0
RUN,20171010,5.48,5.58,5.43,5.45,670400.0
RUN,20171009,5.58,5.68,5.43,5.43,495500.0
RUN,20171006,5.5,5.66,5.5,5.58,404000.0
RUN,20171005,5.62,5.72,5.49,5.54,698800.0
RUN,20171004,5.64,5.72,5.54,5.63,664600.0
RUN,20171003,5.56,5.66,5.52,5.65,729300.0
RUN,20171002,5.49,5.565,5.41,5.53,766500.0
RUN,20170929,5.51,5.69,5.47,5.55,708000.0
RUN,20170928,5.6,5.61,5.4,5.53,1115100.0
RUN,20170927,5.4,5.71,5.39,5.63,1128100.0
RUN,20170926,5.17,5.54,5.16,5.4,1381800.0
RUN,20170925,5.6,5.614,5.129,5.19,1728700.0
RUN,20170922,5.46,5.81,5.1,5.59,2865600.0
RUN,20170921,5.99,6.04,4.21,5.47,3131300.0
RUN,20170920,6.09,6.24,6.0,6.02,1348300.0
RUN,20170919,6.42,6.43,6.015,6.05,2541900.0
RUN,20170918,6.75,6.8,6.44,6.44,1486300.0
RUN,20170915,6.88,6.92,6.625,6.72,1590700.0
RUN,20170914,6.82,6.94,6.785,6.86,550100.0
RUN,20170913,6.92,6.95,6.83,6.83,511500.0
RUN,20170912,6.92,7.02,6.85,6.94,610700.0
RUN,20170911,7.0,7.08,6.73,6.92,729300.0
RUN,20170908,7.15,7.2,6.98,7.04,1009000.0
RUN,20170907,7.09,7.21,7.04,7.15,836400.0
RUN,20170906,6.92,7.17,6.854,7.07,936200.0
RUN,20170905,6.75,6.94,6.72,6.92,1106100.0
RUN,20170901,6.71,6.79,6.52,6.77,764600.0
RUN,20170831,6.81,6.86,6.64,6.7,1009300.0
RUN,20170830,6.8,6.908,6.71,6.78,662700.0
RUN,20170829,6.87,6.91,6.685,6.83,799300.0
RUN,20170828,6.94,7.03,6.82,6.93,832900.0
RUN,20170825,7.47,7.55,6.83,6.91,2386400.0
RUN,20170824,7.23,7.78,7.1,7.59,3045400.0
RUN,20170823,6.68,6.99,6.6,6.94,1064200.0
RUN,20170822,6.73,6.855,6.68,6.71,377400.0
RUN,20170821,6.83,6.89,6.7,6.7,343800.0
RUN,20170818,6.6,6.9,6.51,6.85,840600.0
RUN,20170817,6.8,6.94,6.64,6.65,591400.0
RUN,20170816,6.92,7.08,6.79,6.84,490100.0
RUN,20170815,6.97,7.07,6.87,6.94,605800.0
RUN,20170814,6.85,7.1,6.82,6.96,591900.0
RUN,20170811,6.65,6.84,6.6,6.82,614900.0
RUN,20170810,6.8,6.86,6.52,6.69,1469300.0
RUN,20170809,6.95,6.96,6.75,6.84,1254100.0
RUN,20170808,6.9,7.3,6.5,7.05,2944500.0
RUN,20170807,7.25,7.48,7.24,7.42,1052200.0
RUN,20170804,7.28,7.37,7.22,7.27,578500.0
RUN,20170803,7.25,7.385,7.195,7.24,745100.0
RUN,20170802,7.4,7.4,6.95,7.19,962100.0
RUN,20170801,7.53,7.55,7.355,7.44,629800.0
RUN,20170731,7.46,7.56,7.29,7.53,780300.0
RUN,20170728,7.42,7.5,7.3,7.48,1014700.0
RUN,20170727,7.3,7.54,7.26,7.37,1294100.0
RUN,20170726,7.35,7.48,7.25,7.3,819300.0
RUN,20170725,7.59,7.64,7.35,7.35,1002600.0
RUN,20170724,7.35,7.59,7.32,7.56,1374800.0
RUN,20170721,7.28,7.34,7.14,7.29,792800.0
RUN,20170720,7.31,7.321,7.14,7.25,709000.0
RUN,20170719,7.14,7.305,7.135,7.27,988000.0
RUN,20170718,7.0,7.2,6.895,7.14,1127300.0
RUN,20170717,7.05,7.135,6.98,7.01,466400.0
RUN,20170714,7.0,7.16,6.99,7.07,835500.0
RUN,20170713,7.08,7.18,6.95,6.99,1023200.0
RUN,20170712,6.91,7.07,6.86,7.06,1113100.0
RUN,20170711,6.9,6.99,6.831,6.87,831100.0
RUN,20170710,6.81,7.0,6.81,6.89,727900.0
RUN,20170707,6.73,6.83,6.65,6.79,777100.0
RUN,20170706,6.77,7.0,6.61,6.75,752300.0
RUN,20170705,7.21,7.24,6.5,6.8,1860400.0
RUN,20170703,7.12,7.3,7.06,7.24,834800.0
RUN,20170630,7.27,7.35,7.07,7.12,1663700.0
RUN,20170629,7.12,7.32,7.09,7.27,1898100.0
RUN,20170628,6.96,7.22,6.86,7.1,1891500.0
RUN,20170627,6.79,7.0,6.771,6.89,1456800.0
RUN,20170626,6.76,7.0,6.74,6.83,1734700.0
RUN,20170623,6.61,6.785,6.5,6.75,4004100.0
RUN,20170622,6.54,6.71,6.47,6.65,2013800.0
RUN,20170621,6.26,6.59,6.19,6.52,2486100.0
RUN,20170620,5.99,6.5,5.93,6.36,3838900.0
RUN,20170619,5.76,5.91,5.7,5.85,971200.0
RUN,20170616,5.48,5.75,5.47,5.74,1494600.0
RUN,20170615,5.38,5.59,5.38,5.52,626600.0
RUN,20170614,5.5,5.52,5.34,5.49,628000.0
RUN,20170613,5.46,5.555,5.425,5.48,811100.0
RUN,20170612,5.4,5.56,5.33,5.44,827400.0
