<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
FOLD,20180504,13.99,14.38,13.69,14.25,1666300
FOLD,20180503,14.52,14.7,13.88,13.98,1348400
FOLD,20180502,14.47,14.77,14.26,14.61,1417300
FOLD,20180501,14.14,14.43,14.02,14.4,1428000
FOLD,20180430,14.01,14.62,14.01,14.15,2030700
FOLD,20180427,13.84,14.17,13.8,14.02,1828800
FOLD,20180426,13.7,13.86,13.43,13.73,1520800
FOLD,20180425,13.81,13.87,13.3,13.57,1935000
FOLD,20180424,14.01,14.14,13.62,13.79,1879200
FOLD,20180423,14.26,14.43,13.7,14.0,1928600
FOLD,20180420,14.47,14.82,14.16,14.21,2161900
FOLD,20180419,14.73,15.06,14.38,14.64,2344300
FOLD,20180418,14.87,14.96,14.64,14.77,2561800
FOLD,20180417,14.41,15.0,14.33,14.75,1520800
FOLD,20180416,14.75,14.79,14.2,14.39,1797500
FOLD,20180413,14.7,14.76,14.21,14.37,2765200
FOLD,20180412,14.76,14.88,14.58,14.64,1235900
FOLD,20180411,14.5,14.99,14.09,14.65,1630000
FOLD,20180410,13.81,14.68,13.66,14.57,2184600
FOLD,20180409,13.28,13.97,13.28,13.58,1566200
FOLD,20180406,13.39,13.65,12.94,13.13,1255900
FOLD,20180405,13.79,13.9,13.45,13.51,2061500
FOLD,20180404,12.86,13.71,12.5,13.64,2626400
FOLD,20180403,14.32,14.46,12.86,13.15,3409900
FOLD,20180402,14.86,14.88,13.97,14.16,2880200
FOLD,20180329,14.58,15.28,14.36,15.04,2300300
FOLD,20180328,14.35,14.72,14.05,14.47,1889600
FOLD,20180327,14.89,15.0,14.16,14.28,1961200
FOLD,20180326,14.29,14.95,14.21,14.88,2070200
FOLD,20180323,14.28,14.85,14.03,14.06,1573700
FOLD,20180322,14.63,15.03,14.12,14.13,1931700
FOLD,20180321,14.47,15.05,14.3,14.87,3448400
FOLD,20180320,14.64,14.84,14.45,14.49,2469800
FOLD,20180319,14.61,14.75,14.22,14.5,1582100
FOLD,20180316,14.71,14.94,14.56,14.66,3048300
FOLD,20180315,15.24,15.25,14.61,14.74,2212100
FOLD,20180314,15.23,15.27,14.98,15.17,5779300
FOLD,20180313,15.14,15.24,14.7,15.16,5254900
FOLD,20180312,15.03,15.21,14.9,15.04,1163300
FOLD,20180309,14.95,15.19,14.79,14.91,1900700
FOLD,20180308,14.87,14.97,14.34,14.83,1875800
FOLD,20180307,14.28,14.77,14.17,14.76,2149100
FOLD,20180306,14.13,14.61,13.9,14.48,3634300
FOLD,20180305,14.05,14.17,13.29,13.77,4961300
FOLD,20180302,13.85,14.45,13.7,14.2,3806800
FOLD,20180301,13.58,14.61,13.09,14.2,6096600
FOLD,20180228,15.11,15.55,13.66,13.76,4268800
FOLD,20180227,15.04,15.5,14.95,15.14,2491400
FOLD,20180226,15.35,15.46,14.83,15.13,2243500
FOLD,20180223,15.25,15.5,14.75,15.24,3346300
FOLD,20180222,15.25,15.56,14.85,15.08,4232700
FOLD,20180221,14.99,15.67,14.85,15.12,5149300
FOLD,20180220,15.01,15.61,14.8,14.84,3606800
FOLD,20180216,15.48,15.83,14.76,15.17,11011300
FOLD,20180215,15.15,16.34,15.15,15.83,5420600
FOLD,20180214,14.37,15.86,14.16,15.68,3390600
FOLD,20180213,14.69,14.78,14.19,14.62,2190800
FOLD,20180212,15.05,15.16,14.61,14.81,2721400
FOLD,20180209,15.28,15.94,13.32,14.72,3804600
FOLD,20180208,17.059998999999998,17.25,14.81,14.88,5668300
FOLD,20180207,16.18,17.040001,16.120001000000002,16.879998999999998,2983600
