<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
VIRT,20180504,35.400002,35.844002,32.349998,34.049999,1738200
VIRT,20180503,36.200001,36.5,35.5,35.950001,896300
VIRT,20180502,35.950001,36.549999,35.674999,36.25,468000
VIRT,20180501,35.799999,36.200001,35.650002,36.049999,349000
VIRT,20180430,35.900002,36.549999,35.700001,36.0,358800
VIRT,20180427,35.700001,35.75,34.900002,35.700001,431000
VIRT,20180426,35.299999,35.75,34.873001,35.599998,423400
VIRT,20180425,35.099998,35.700001,34.200001,35.200001,707500
VIRT,20180424,35.650002,36.099998,34.150002,35.150002,1197400
VIRT,20180423,37.650002,37.700001,36.674999,36.700001,450900
VIRT,20180420,36.900002,37.700001,36.849998,37.400002,376700
VIRT,20180419,36.200001,37.549999,36.200001,37.049999,422000
VIRT,20180418,37.049999,37.450001,36.299999,36.400002,548800
VIRT,20180417,36.650002,37.849998,36.200001,36.75,759500
VIRT,20180416,35.75,36.75,35.700001,36.299999,317500
VIRT,20180413,36.049999,36.450001,35.450001,35.599998,387400
VIRT,20180412,35.700001,36.25,35.599998,36.0,480500
VIRT,20180411,35.75,36.0,35.400002,35.450001,356300
VIRT,20180410,36.299999,36.639998999999996,35.525002,35.700001,594800
VIRT,20180409,36.200001,36.841999,35.799999,36.049999,544400
VIRT,20180406,36.150002,36.599998,35.25,35.700001,626700
VIRT,20180405,34.799999,36.349998,34.599998,36.150002,1121800
VIRT,20180404,33.299999,34.825001,33.007999,34.150002,920900
VIRT,20180403,33.549999,33.75,32.950001,33.5,474600
VIRT,20180402,33.200001,34.049999,32.799999,33.549999,547100
VIRT,20180329,32.700001,33.299999,32.599998,33.0,726900
VIRT,20180328,34.0,34.200001,32.5,32.525002,1123500
VIRT,20180327,33.049999,35.200001,33.0,33.700001,1428400
VIRT,20180326,32.650002,33.0,32.501999,32.799999,320900
VIRT,20180323,32.5,32.950001,32.349998,32.349998,391200
VIRT,20180322,32.650002,33.200001,32.375,32.400002,490900
VIRT,20180321,33.650002,33.650002,32.700001,32.75,350000
VIRT,20180320,32.900002,33.700001,32.700001,33.549999,556700
VIRT,20180319,32.450001,33.299999,32.150002,32.900002,549600
VIRT,20180316,33.0,33.25,32.450001,32.450001,998800
VIRT,20180315,33.599998,33.650002,32.700001,33.0,432700
VIRT,20180314,33.200001,33.849998,32.950001,33.450001,472100
VIRT,20180313,33.25,33.799999,32.75,32.950001,599300
VIRT,20180312,33.25,33.349998,32.75,32.849998,557800
VIRT,20180309,33.049999,33.950001,32.799999,33.200001,571900
VIRT,20180308,32.5,33.200001,32.299999,32.900002,586100
VIRT,20180307,32.0,32.849998,31.700001,32.549999,406000
VIRT,20180306,32.0,32.400002,31.25,31.85,781400
VIRT,20180305,30.0,32.099998,29.9,32.049999,1043000
VIRT,20180302,29.4,30.799999,29.143,30.1,879000
VIRT,20180301,29.75,29.799999,28.799999,29.4,646200
VIRT,20180228,29.450001,29.700001,29.101,29.700001,676500
VIRT,20180227,29.25,29.85,29.049999,29.450001,455800
VIRT,20180226,29.4,29.85,28.725,29.15,611600
VIRT,20180223,28.799999,29.4,28.75,29.049999,525000
VIRT,20180222,29.200001,29.475,28.25,28.625,577300
