<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
HRTX,20180504,31.0,31.959999,30.700001,31.799999,640900.0
HRTX,20180503,31.75,32.200001,30.299999,31.200001,640400.0
HRTX,20180502,31.35,32.5,31.25,31.799999,804800.0
HRTX,20180501,30.4,31.799999,30.25,31.549999,981800.0
HRTX,20180430,31.6,31.65,30.25,30.299999,805100.0
HRTX,20180427,30.9,31.5,30.549999,31.299999,728700.0
HRTX,20180426,30.700001,31.549999,30.200001,30.85,744000.0
HRTX,20180425,30.15,32.200001,30.049999,30.65,1450400.0
HRTX,20180424,30.799999,31.0,29.83,30.25,761400.0
HRTX,20180423,31.0,31.1,30.049999,30.549999,680500.0
HRTX,20180420,29.85,31.35,29.85,31.15,1065000.0
HRTX,20180419,30.799999,31.15,29.65,29.85,782400.0
HRTX,20180418,31.1,31.35,30.299999,30.85,1212200.0
HRTX,20180417,30.200001,31.200001,30.1,30.9,554800.0
HRTX,20180416,30.700001,31.049999,29.6,30.200001,915200.0
HRTX,20180413,30.799999,31.700001,30.450001,30.6,1701400.0
HRTX,20180412,29.65,31.75,28.809998999999998,30.450001,1855300.0
HRTX,20180411,29.1,29.5,28.549999,29.4,978300.0
HRTX,20180410,27.549999,29.299999,27.280001000000002,29.1,1382800.0
HRTX,20180409,27.049999,28.299999,26.950001,27.1,944300.0
HRTX,20180406,27.5,28.049999,26.549999,26.75,1547200.0
HRTX,20180405,29.65,29.9,27.75,27.9,1355600.0
HRTX,20180404,26.799999,28.450001,26.75,28.299999,947100.0
HRTX,20180403,26.950001,28.0,26.6,27.25,1337100.0
HRTX,20180402,27.450001,27.700001,26.0,26.4,1790000.0
HRTX,20180329,27.0,28.450001,26.700001,27.6,3883400.0
HRTX,20180328,27.35,27.93,25.9,27.5,998600.0
HRTX,20180327,29.0,29.0,27.0,27.4,1588400.0
HRTX,20180326,28.85,29.200001,28.299999,28.799999,1294200.0
HRTX,20180323,27.299999,28.75,27.030001000000002,28.200001,1165100.0
HRTX,20180322,27.0,28.25,26.549999,27.15,1122500.0
HRTX,20180321,26.799999,28.1,26.450001,27.35,1279600.0
HRTX,20180320,27.6,28.299999,26.549999,26.6,1845800.0
HRTX,20180319,29.700001,32.700001,26.5,27.299999,10463700.0
HRTX,20180316,21.799999,22.15,21.299999,21.5,2575200.0
HRTX,20180315,22.35,22.549999,21.549999,21.9,855200.0
HRTX,20180314,24.049999,25.35,21.799999,22.200001,3018500.0
HRTX,20180313,23.15,24.299999,22.9,24.049999,2509500.0
HRTX,20180312,22.799999,23.299999,22.6,23.0,834000.0
HRTX,20180309,22.6,22.85,22.299999,22.75,593700.0
HRTX,20180308,22.5,22.950001,22.1,22.5,713000.0
HRTX,20180307,21.799999,22.33,21.25,22.299999,704800.0
HRTX,20180306,22.4,22.65,21.700001,21.950001,830200.0
HRTX,20180305,21.049999,22.6,20.780001000000002,22.35,855100.0
HRTX,20180302,20.75,21.450001,20.25,21.25,1084000.0
HRTX,20180301,20.549999,21.200001,20.1,20.75,1335700.0
HRTX,20180228,21.799999,21.950001,20.049999,20.35,1396500.0
HRTX,20180227,22.5,22.799999,22.0,22.049999,596300.0
HRTX,20180226,22.299999,22.799999,21.700001,22.65,931500.0
HRTX,20180223,22.15,22.35,21.450001,22.049999,621900.0
HRTX,20180222,22.9,23.549999,22.1,22.15,1452100.0
HRTX,20180221,22.700001,23.049999,22.15,22.6,879000.0
HRTX,20180220,23.65,23.700001,22.299999,22.5,604800.0
HRTX,20180216,23.799999,24.4,23.6,23.799999,526400.0
HRTX,20180215,23.35,24.200001,22.75,23.9,687200.0
HRTX,20180214,22.15,23.35,22.01,23.200001,818200.0
HRTX,20180213,21.450001,22.6,21.450001,22.4,601800.0
HRTX,20180212,20.549999,21.799999,20.5,21.5,1038700.0
HRTX,20180209,20.700001,20.799999,19.549999,20.5,843400.0
HRTX,20180208,21.25,21.4,20.15,20.299999,827700.0
HRTX,20180207,21.299999,21.65,21.1,21.299999,448700.0
HRTX,20180206,20.0,21.549999,19.85,21.299999,793000.0
HRTX,20180205,21.450001,22.200001,20.700001,20.700001,745700.0
HRTX,20180202,21.6,22.15,21.25,21.65,714100.0
HRTX,20180201,21.65,22.65,21.299999,21.9,811400.0
HRTX,20180131,22.85,23.25,20.4,21.65,2158500.0
HRTX,20180130,23.549999,23.9,22.700001,22.85,740300.0
HRTX,20180129,24.25,24.549999,23.5,23.9,948200.0
HRTX,20180126,24.299999,24.799999,23.799999,24.299999,788500.0
HRTX,20180125,23.950001,24.200001,23.549999,24.049999,800500.0
HRTX,20180124,23.799999,24.35,23.4,23.950001,1041000.0
HRTX,20180123,23.35,23.700001,23.049999,23.700001,1270300.0
HRTX,20180122,23.5,23.9,23.18,23.450001,1423500.0
HRTX,20180119,22.75,23.35,22.700001,23.200001,935300.0
HRTX,20180118,22.1,23.15,21.9,22.9,1336100.0
HRTX,20180117,21.6,22.200001,21.15,22.1,1281300.0
HRTX,20180116,22.15,22.200001,21.049999,21.4,1294900.0
HRTX,20180112,21.65,22.0,21.1,21.4,1141300.0
