<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
PEP,20180504,97.550003,99.769997,97.5,98.989998,5937000
PEP,20180503,97.480003,98.089996,96.699997,97.599998,6668200
PEP,20180502,99.160004,99.360001,97.029999,97.230003,5927700
PEP,20180501,100.360001,100.93,98.57,99.129997,4543900
PEP,20180430,101.849998,102.389999,100.58000200000001,100.940002,5479900
PEP,20180427,102.220001,102.989998,101.650002,101.709999,4765900
PEP,20180426,102.25,104.08000200000001,101.150002,103.260002,5978800
PEP,20180425,101.209999,102.360001,100.849998,101.150002,4828300
PEP,20180424,102.620003,102.849998,100.970001,101.440002,5695500
PEP,20180423,102.550003,102.800003,101.839996,102.58000200000001,6670600
PEP,20180420,105.449997,105.599998,102.269997,102.480003,8650000
PEP,20180419,106.709999,106.940002,105.08000200000001,105.57,6320200
PEP,20180418,108.970001,109.360001,106.459999,106.980003,6525500
PEP,20180417,108.690002,109.08000200000001,107.980003,108.870003,5022000
PEP,20180416,109.75,110.639999,109.519997,109.91999799999999,2769800
PEP,20180413,108.849998,109.459999,108.519997,109.260002,2828300
PEP,20180412,108.959999,109.510002,108.269997,108.309998,2691700
PEP,20180411,108.57,109.470001,108.41999799999999,108.68,4000200
PEP,20180410,109.739998,110.199997,108.91999799999999,109.400002,2817000
PEP,20180409,109.540001,110.449997,108.779999,109.379997,2620000
PEP,20180406,110.059998,110.980003,108.769997,109.300003,3579100
PEP,20180405,110.43,111.18,109.75,110.57,3275700
PEP,20180404,107.779999,110.730003,107.239998,110.18,4694200
PEP,20180403,107.389999,108.529999,106.589996,108.190002,4699000
PEP,20180402,108.620003,109.220001,106.440002,107.050003,4325500
PEP,20180329,110.120003,110.660004,108.970001,109.150002,3829500
PEP,20180328,108.139999,110.110001,108.0,109.18,6413000
PEP,20180327,107.230003,108.540001,106.510002,107.639999,5036300
PEP,20180326,106.68,107.470001,106.089996,106.809998,4119400
PEP,20180323,108.089996,108.739998,105.940002,106.150002,4873300
PEP,20180322,108.449997,109.66999799999999,107.800003,107.940002,4325500
PEP,20180321,109.889999,110.08000200000001,108.529999,108.739998,3867600
PEP,20180320,110.75,111.300003,109.83000200000001,109.900002,3319000
PEP,20180319,111.650002,111.989998,110.050003,110.360001,4216700
PEP,20180316,112.33000200000001,113.199997,111.58000200000001,111.639999,7730800
PEP,20180315,112.400002,113.25,111.660004,111.989998,3906800
PEP,20180314,113.57,113.769997,112.230003,112.610001,4055700
PEP,20180313,113.269997,113.900002,112.720001,113.599998,4590000
PEP,20180312,112.5,113.089996,112.08000200000001,112.75,4509600
PEP,20180309,112.269997,112.57,111.639999,112.540001,3680600
PEP,20180308,110.029999,112.129997,109.58000200000001,112.08000200000001,5437700
PEP,20180307,108.889999,110.059998,108.610001,109.839996,4612600
PEP,20180306,109.360001,109.620003,108.440002,109.58000200000001,3380800
PEP,20180305,108.459999,109.599998,108.019997,109.43,3781700
PEP,20180302,107.910004,109.32,107.900002,109.040001,4903600
PEP,20180301,109.209999,109.879997,107.239998,108.120003,6896300
PEP,20180228,111.0,111.650002,109.68,109.730003,4638900
PEP,20180227,111.190002,112.08000200000001,110.709999,110.889999,6385800
PEP,20180226,110.120003,111.16999799999999,110.029999,110.940002,5355400
PEP,20180223,109.360001,110.050003,108.57,109.68,4760400
PEP,20180222,108.33000200000001,109.970001,108.019997,109.260002,5394700
PEP,20180221,109.349998,109.839996,107.940002,108.0,4501900
PEP,20180220,110.959999,110.980003,109.339996,109.480003,3835500
PEP,20180216,111.059998,111.699997,109.760002,111.059998,5578500
PEP,20180215,109.529999,111.040001,108.720001,110.970001,5125200
PEP,20180214,111.66999799999999,111.900002,108.760002,109.110001,7702700
PEP,20180213,112.0,112.66999799999999,110.68,112.139999,5274700
PEP,20180212,111.900002,112.75,111.059998,111.93,4759200
PEP,20180209,110.809998,111.989998,108.879997,111.18,5301700
PEP,20180208,113.699997,113.720001,110.089996,110.150002,4907900
PEP,20180207,113.970001,115.769997,112.75,113.5,4931400
PEP,20180206,112.440002,113.949997,110.150002,113.559998,6642600
PEP,20180205,118.57,119.660004,114.410004,114.459999,5347600
PEP,20180202,119.910004,120.279999,118.400002,118.66999799999999,3348900
PEP,20180201,119.91999799999999,121.010002,119.279999,120.300003,3485600
PEP,20180131,119.839996,120.75,119.510002,120.300003,4018100
PEP,20180130,119.68,121.199997,119.5,119.889999,4945200
PEP,20180129,121.379997,122.160004,119.650002,119.66999799999999,3854700
PEP,20180126,120.610001,121.839996,120.610001,121.760002,3993900
PEP,20180125,120.610001,121.449997,120.360001,120.900002,2712900
PEP,20180124,121.239998,121.480003,120.82,121.139999,3445200
PEP,20180123,121.07,122.510002,120.849998,121.300003,3536900
PEP,20180122,120.099998,121.849998,120.0,121.510002,4308600
PEP,20180119,119.480003,120.68,118.639999,120.16999799999999,6002600
PEP,20180118,119.089996,119.620003,118.650002,119.050003,6221800
PEP,20180117,118.290001,120.16999799999999,118.209999,119.18,4554600
PEP,20180116,117.199997,118.349998,117.029999,117.860001,4936500
