Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,49.697403,50.430004,48.574615,49.339066,49.339066,2472500
2012-01-04,49.370918,49.984074,48.646282,49.267399,49.267399,3153800
2012-01-05,48.972767,51.114826,48.877209,50.684822,50.684822,3234800
2012-01-06,50.509636,50.557415,47.897755,49.386845,49.386845,5033900
2012-01-09,49.569996,50.000000,48.861282,49.609810,49.609810,1786500
2012-01-10,50.406116,51.536869,50.015926,51.051125,51.051125,2845600
2012-01-11,51.274090,52.444656,51.122791,51.815575,51.815575,2153400
2012-01-12,52.189838,52.349102,51.393536,52.110210,52.110210,2898700
2012-01-13,53.256889,53.519669,51.082973,51.640388,51.640388,2371300
2012-01-17,52.309284,53.145405,52.054466,52.293358,52.293358,1986500
2012-01-18,52.317249,54.260231,52.269470,53.798374,53.798374,2956400
2012-01-19,54.873386,56.362476,54.666348,55.247650,55.247650,3724000
2012-01-20,54.833572,54.841534,53.870045,54.244305,54.244305,3485800
2012-01-23,54.395603,54.722088,53.193184,54.244305,54.244305,2770000
2012-01-24,54.745979,56.004139,53.878006,54.021339,54.021339,4568900
2012-01-25,54.148750,54.777832,52.938366,53.838192,53.838192,6100000
2012-01-26,54.945053,56.020065,51.011307,51.759834,51.759834,7624400
2012-01-27,51.170570,52.627808,50.764454,51.871319,51.871319,3199600
2012-01-30,51.329830,52.420769,50.764454,51.791687,51.791687,2073400
2012-01-31,52.086319,52.205765,51.202419,51.919094,51.919094,1634400
2012-02-01,52.269470,53.336517,51.935020,52.978180,52.978180,2179600
2012-02-02,52.842808,53.909859,52.779106,53.575409,53.575409,2168500
2012-02-03,54.212456,54.929131,53.893932,54.769867,54.769867,2184500
2012-02-06,54.650421,55.367096,54.395603,55.303391,55.303391,2336200
2012-02-07,55.335243,57.055264,55.112278,56.290810,56.290810,3809200
2012-02-08,56.298775,56.927856,55.836918,56.784519,56.784519,2821100
2012-02-09,56.784519,57.604713,56.609333,57.318043,57.318043,1958100
2012-02-10,56.816372,56.999523,56.298775,56.903965,56.903965,1755600
2012-02-13,57.341934,58.862877,57.278229,58.623985,58.623985,2178000
2012-02-14,58.273609,58.942505,58.114349,58.823063,58.823063,1565800
2012-02-15,59.595478,60.877529,58.886765,59.053989,59.053989,3530000
2012-02-16,59.253067,60.463451,59.022137,60.160854,60.160854,1804700
2012-02-17,60.439560,60.503265,59.300842,59.539734,59.539734,2134800
2012-02-21,59.420288,59.794552,58.281574,58.623985,58.623985,2370500
2012-02-22,58.711578,58.966396,58.265648,58.393055,58.393055,1836200
2012-02-23,58.297501,58.870838,57.429527,58.751392,58.751392,1770100
2012-02-24,59.539734,60.184742,58.791210,59.850296,59.850296,2148500
2012-02-27,59.173435,60.336040,58.751392,59.913998,59.913998,1294800
