Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,78.949997,80.339996,77.400002,77.489998,77.489998,517900
2012-01-04,77.309998,77.309998,76.050003,76.720001,76.720001,500400
2012-01-05,76.620003,77.040001,75.750000,76.930000,76.930000,283400
2012-01-06,76.919998,77.699997,76.500000,77.449997,77.449997,274700
2012-01-09,77.839996,78.139999,77.000000,77.360001,77.360001,347600
2012-01-10,78.970001,80.389999,78.559998,79.809998,79.809998,669500
2012-01-11,80.199997,80.919998,79.510002,80.769997,80.769997,582700
2012-01-12,81.000000,83.910004,80.769997,83.660004,83.660004,822900
2012-01-13,83.410004,84.720001,82.820000,84.059998,84.059998,842400
2012-01-17,84.500000,84.769997,84.000000,84.169998,84.169998,423000
2012-01-18,83.980003,84.059998,82.959999,84.059998,84.059998,542300
2012-01-19,84.279999,84.290001,83.269997,83.559998,83.559998,389000
2012-01-20,83.750000,84.800003,83.480003,84.300003,84.300003,344100
2012-01-23,84.010002,84.660004,83.250000,84.110001,84.110001,227600
2012-01-24,84.160004,84.669998,83.489998,84.290001,84.290001,317600
2012-01-25,83.860001,84.900002,83.839996,84.169998,84.169998,426600
2012-01-26,84.230003,84.669998,82.989998,83.720001,83.720001,501700
2012-01-27,83.500000,83.940002,83.099998,83.500000,83.500000,356900
2012-01-30,82.589996,83.089996,81.769997,82.889999,82.889999,445700
2012-01-31,83.160004,84.230003,82.790001,84.019997,84.019997,487500
2012-02-01,84.389999,85.389999,84.139999,85.019997,85.019997,585600
2012-02-02,84.889999,86.110001,84.709999,85.300003,85.300003,473300
2012-02-03,86.199997,88.099998,85.949997,86.900002,86.900002,724300
2012-02-06,86.930000,87.160004,85.970001,86.139999,86.139999,425400
2012-02-07,85.800003,85.980003,84.029999,84.760002,84.760002,652400
2012-02-08,84.510002,84.839996,84.269997,84.790001,84.790001,408200
2012-02-09,85.000000,85.330002,84.230003,85.269997,85.269997,275000
2012-02-10,84.559998,84.989998,84.330002,84.529999,84.529999,428100
2012-02-13,85.019997,86.239998,84.860001,86.239998,86.239998,356600
2012-02-14,86.230003,88.050003,85.879997,87.940002,87.940002,683500
2012-02-15,87.949997,88.000000,86.160004,86.910004,86.910004,502900
2012-02-16,87.010002,87.849998,86.690002,87.589996,87.589996,395200
2012-02-17,87.480003,88.419998,87.480003,88.050003,88.050003,592600
2012-02-21,88.500000,88.519997,87.680000,88.089996,88.089996,335900
2012-02-22,87.839996,88.430000,87.639999,87.910004,87.910004,448500
2012-02-23,87.620003,89.300003,87.220001,89.269997,89.269997,273100
