<Ticker>,<DTYYYMMDD>,<Open>,High,<Low>,<close>,<Volume>
SFIX,20180504,22.5,23.48,22.5,22.950001,237200.0
SFIX,20180503,21.969998999999998,22.93,21.715,22.41,295700.0
SFIX,20180502,22.26,22.26,20.98,21.68,523300.0
SFIX,20180501,22.75,22.889999,22.0,22.120001000000002,242500.0
SFIX,20180430,22.0,23.43,21.860001,22.950001,646500.0
SFIX,20180427,20.75,21.959999,20.551001,21.82,991400.0
SFIX,20180426,21.0,21.0,20.379998999999998,20.73,406800.0
SFIX,20180425,20.4,21.01,20.200001,20.99,451800.0
SFIX,20180424,20.15,20.57,19.940001000000002,20.33,313200.0
SFIX,20180423,20.360001,20.809998999999998,20.059998999999998,20.1,273300.0
SFIX,20180420,20.51,21.0,20.110001,20.219998999999998,197200.0
SFIX,20180419,21.1,22.1,20.042,20.5,518100.0
SFIX,20180418,21.5,22.08,21.030001000000002,21.17,326800.0
SFIX,20180417,21.85,22.459999,21.01,21.530001000000002,456200.0
SFIX,20180416,23.24,23.32,20.860001,21.75,726500.0
SFIX,20180413,23.99,23.99,22.879998999999998,23.200001,349900.0
SFIX,20180412,23.209999,23.99,22.92,23.860001,573900.0
SFIX,20180411,22.120001000000002,23.200001,22.120001000000002,23.18,595400.0
SFIX,20180410,21.74,22.459999,21.481001000000003,22.42,264500.0
SFIX,20180409,22.0,22.85,21.17,21.559998999999998,529000.0
SFIX,20180406,21.139999,21.92,21.040001,21.91,347300.0
SFIX,20180405,21.379998999999998,21.98,21.110001,21.32,254500.0
SFIX,20180404,20.34,21.200001,20.09,21.15,312500.0
SFIX,20180403,20.040001,21.200001,19.9,20.68,471500.0
SFIX,20180402,19.91,20.629998999999998,19.91,20.09,366900.0
SFIX,20180329,19.91,20.825001,19.691,20.280001000000002,479700.0
SFIX,20180328,20.809998999999998,21.02,20.26,20.780001000000002,604000.0
SFIX,20180327,21.34,21.487,20.611,20.99,432400.0
SFIX,20180326,22.219998999999998,22.346001,21.049999,21.280001000000002,769900.0
SFIX,20180323,20.74,22.450001,20.540001,22.219998999999998,1748600.0
SFIX,20180322,20.190001000000002,20.91,20.15,20.799999,805800.0
SFIX,20180321,20.15,20.65,19.791,20.360001,722100.0
SFIX,20180320,19.889999,20.379998999999998,19.539,20.26,676700.0
SFIX,20180319,20.49,20.49,18.76,19.93,945200.0
SFIX,20180316,20.5,20.889999,19.85,20.4,1209600.0
SFIX,20180315,21.75,22.26,20.629998999999998,20.889999,928700.0
SFIX,20180314,22.15,23.219998999999998,21.5,21.75,1827600.0
SFIX,20180313,22.75,24.799999,22.52,23.25,1498900.0
SFIX,20180312,22.860001,24.91,22.610001,24.120001000000002,1420500.0
SFIX,20180309,23.24,23.332001,21.780001000000002,22.57,424200.0
SFIX,20180308,23.200001,24.049999,22.632998999999998,23.030001000000002,391000.0
SFIX,20180307,25.129998999999998,25.75,22.530001000000002,23.200001,658300.0
SFIX,20180306,24.5,26.0,24.5,25.559998999999998,656800.0
SFIX,20180305,22.0,25.219998999999998,21.540001,24.700001,1510200.0
SFIX,20180302,20.0,21.889999,20.0,21.76,624300.0
SFIX,20180301,20.540001,21.200001,19.799999,20.25,372600.0
SFIX,20180228,20.0,20.799999,19.908001000000002,20.700001,290000.0
SFIX,20180227,19.59,20.049999,19.51,20.0,138300.0
SFIX,20180226,19.6,20.370001000000002,19.5,19.65,163200.0
SFIX,20180223,19.48,19.690001000000002,19.18,19.49,160900.0
SFIX,20180222,19.26,19.610001,18.620001000000002,19.24,272500.0
SFIX,20180221,20.02,20.117001000000002,19.110001,19.18,139700.0
SFIX,20180220,20.299999,20.423,19.549999,19.93,228900.0
SFIX,20180216,20.629998999999998,20.75,20.200001,20.299999,112500.0
SFIX,20180215,21.42,21.98,20.75,20.82,274900.0
SFIX,20180214,19.940001000000002,21.497,19.865,21.049999,259400.0
SFIX,20180213,20.049999,20.313,19.700001,20.0,138900.0
SFIX,20180212,19.860001,20.179001,19.57,20.129998999999998,119000.0
SFIX,20180209,20.27,20.950001,19.004,19.559998999999998,203300.0
SFIX,20180208,21.18,21.5,19.950001,20.049999,159100.0
SFIX,20180207,20.52,21.379998999999998,20.110001,20.940001000000002,322900.0
SFIX,20180206,19.030001000000002,20.6,18.0,20.440001000000002,304900.0
SFIX,20180205,19.83,19.938999,19.0,19.379998999999998,280600.0
SFIX,20180202,20.209999,20.528,19.731001000000003,20.07,282800.0
SFIX,20180201,20.450001,20.969998999999998,20.0,20.209999,343500.0
SFIX,20180131,20.129998999999998,21.200001,20.0,20.67,456200.0
SFIX,20180130,20.950001,21.0,19.280001000000002,19.99,736800.0
SFIX,20180129,22.209999,22.209999,20.870001000000002,21.01,312400.0
SFIX,20180126,21.07,21.790001,20.82,21.700001,307200.0
SFIX,20180125,20.950001,21.27,20.809998999999998,21.0,177200.0
SFIX,20180124,21.09,21.489,20.639999,20.860001,275300.0
SFIX,20180123,21.25,22.195,20.601,21.15,546800.0
SFIX,20180122,20.799999,22.0,20.209999,21.26,681500.0
SFIX,20180119,21.059998999999998,21.25,20.1,20.700001,537400.0
SFIX,20180118,21.540001,21.6,20.51,20.700001,748200.0
SFIX,20180117,22.969998999999998,23.205,21.440001000000002,21.5,954600.0
SFIX,20180116,25.370001000000002,25.370001000000002,22.52,22.799999,834600.0
SFIX,20180112,24.99,25.440001000000002,24.983999,25.139999,203100.0
SFIX,20180111,25.309998999999998,26.459999,24.91,25.15,469800.0
SFIX,20180110,25.209999,25.52,24.315001000000002,25.389999,360600.0
SFIX,20180109,26.540001,26.73,25.01,25.209999,520600.0
SFIX,20180108,25.790001,26.882,25.77,26.469998999999998,374200.0
SFIX,20180105,25.48,25.948999,24.822001,25.77,305900.0
SFIX,20180104,24.450001,26.153999,24.0,25.360001,730700.0
SFIX,20180103,24.68,24.93,23.639999,24.629998999999998,551400.0
SFIX,20180102,25.85,25.950001,23.75,24.77,1203800.0
SFIX,20171229,26.799999,27.35,25.26,25.83,563800.0
SFIX,20171228,28.75,29.700001,26.24,26.93,1346700.0
SFIX,20171227,28.9,30.07,28.052,28.700001,1295800.0
SFIX,20171226,24.290001,30.0,24.048,29.139999,2630800.0
SFIX,20171222,23.4,24.700001,23.209999,24.620001000000002,1038000.0
SFIX,20171221,22.6,23.9,22.59,23.190001000000002,1185200.0
SFIX,20171220,21.5,23.25,20.5,22.34,3098600.0
SFIX,20171219,24.0,25.98,22.51,24.76,1726500.0
SFIX,20171218,23.200001,25.299999,23.17,23.85,712000.0
SFIX,20171215,23.98,24.0,23.027,23.34,482500.0
SFIX,20171214,23.879998999999998,24.188999,23.530001000000002,23.93,335300.0
SFIX,20171213,23.52,24.229,23.52,23.92,425800.0
SFIX,20171212,23.690001000000002,24.73,23.5,23.540001,615000.0
SFIX,20171211,23.35,24.389999,23.120001000000002,23.98,601200.0
SFIX,20171208,24.24,24.74,23.299999,23.6,442100.0
SFIX,20171207,23.780001000000002,25.377001,22.950001,24.34,902100.0
SFIX,20171206,22.889999,24.049999,22.07,24.040001,677900.0
