<Ticker>,<DTYYYYMMDD>,<Open>,High,<Low>,<Close>,<Volume>
POT.NZ,20180517,5.13,5.2,5.13,5.2,91267.0
POT.NZ,20180516,5.12,5.18,5.1,5.11,62672.0
POT.NZ,20180515,5.25,5.25,5.12,5.12,88007.0
POT.NZ,20180514,5.24,5.25,5.2,5.2,83225.0
POT.NZ,20180513,5.26,5.27,5.21,5.27,79775.0
POT.NZ,20180510,5.26,5.27,5.21,5.25,90525.0
POT.NZ,20180509,5.18,5.27,5.18,5.25,109656.0
POT.NZ,20180508,5.16,5.18,5.13,5.18,353639.0
POT.NZ,20180507,5.11,5.18,5.11,5.16,541531.0
POT.NZ,20180506,5.01,5.1,5.01,5.1,148570.0
POT.NZ,20180503,5.01,5.04,5.0,5.0,34473.0
POT.NZ,20180502,4.91,5.0,4.91,5.0,38184.0
POT.NZ,20180501,4.9,4.99,4.87,4.91,137841.0
POT.NZ,20180430,4.89,4.93,4.88,4.89,189186.0
POT.NZ,20180429,4.87,4.9,4.85,4.89,238298.0
POT.NZ,20180426,4.82,4.9,4.82,4.87,140053.0
POT.NZ,20180425,4.85,4.86,4.82,4.82,65323.0
POT.NZ,20180423,4.87,4.89,4.85,4.85,77146.0
POT.NZ,20180422,4.86,4.88,4.86,4.86,91962.0
POT.NZ,20180419,4.88,4.92,4.85,4.85,204169.0
POT.NZ,20180418,4.86,4.92,4.86,4.88,181082.0
POT.NZ,20180417,4.89,4.9,4.86,4.86,60955.0
POT.NZ,20180416,4.82,4.9,4.8,4.9,117734.0
POT.NZ,20180415,4.88,4.88,4.81,4.82,80050.0
POT.NZ,20180412,4.9,4.93,4.88,4.9,135192.0
POT.NZ,20180411,4.95,4.95,4.9,4.9,76113.0
POT.NZ,20180410,4.85,4.95,4.85,4.95,148320.0
POT.NZ,20180409,4.84,4.86,4.83,4.86,1434439.0
POT.NZ,20180408,4.85,4.85,4.8,4.84,147299.0
POT.NZ,20180405,4.86,4.86,4.8,4.85,113065.0
POT.NZ,20180404,4.86,4.86,4.84,4.85,111664.0
POT.NZ,20180403,4.9,4.9,4.8,4.85,204287.0
POT.NZ,20180402,4.78,4.92,4.76,4.89,119364.0
POT.NZ,20180328,4.94,4.94,4.76,4.79,158173.0
POT.NZ,20180327,4.9,4.94,4.9,4.9,91060.0
POT.NZ,20180326,4.99,5.0,4.93,4.93,135703.0
POT.NZ,20180325,5.0,5.0,4.95,4.99,86892.0
POT.NZ,20180322,4.98,5.02,4.97,5.0,109056.0
POT.NZ,20180321,5.0,5.02,4.99,4.99,148004.0
POT.NZ,20180320,5.03,5.05,5.0,5.02,81283.0
POT.NZ,20180319,5.05,5.05,5.02,5.03,429666.0
POT.NZ,20180318,,,,,
POT.NZ,20180315,4.99,5.07,4.95,5.07,119796.0
POT.NZ,20180314,4.9,5.0,4.9,5.0,154892.0
POT.NZ,20180313,4.97,4.97,4.89,4.9,138780.0
POT.NZ,20180312,5.0,5.0,4.97,4.97,80768.0
POT.NZ,20180311,5.02,5.04,4.97,4.97,107317.0
POT.NZ,20180308,4.98,5.0,4.97,5.0,87185.0
POT.NZ,20180307,5.04,5.04,4.95,4.95,199421.0
POT.NZ,20180306,5.05,5.06,5.02,5.05,235898.0
POT.NZ,20180305,5.08,5.09,5.05,5.06,72474.0
POT.NZ,20180304,5.05,5.09,5.02,5.08,70454.0
POT.NZ,20180301,5.09,5.09,5.05,5.08,69254.0
POT.NZ,20180228,5.09,5.1,5.06,5.09,133708.0
POT.NZ,20180227,5.08,5.1,5.05,5.1,118377.0
